condition,subject,trial,frame,time,tree,ptally,event,p_ign_apple,p_ign_banana,inter_click_interval
hi10lo70,1,1,2162,51.2501850000117,516,34,sustained click in barren tree,0.6153846153846154,0.2,0.5934349999879487
hi10lo70,1,1,2170,51.466789999976754,492,34,sustained click in barren tree,0.6153846153846154,0.2,0.21660499996505678
hi10lo70,1,1,2181,51.756784999975935,491,34,sustained click in low value,0.6153846153846154,0.2,0.28999499999918044
hi10lo70,1,1,2203,52.238209999981336,489,34,sustained click in low value,0.6153846153846154,0.2,0.48142500000540167
hi10lo70,1,1,2216,52.556500000006054,465,34,sustained click in barren tree,0.6153846153846154,0.2,0.3182900000247173
hi10lo70,1,1,2225,52.81406499998411,488,34,sustained click in barren tree,0.6153846153846154,0.2,0.25756499997805804
hi10lo70,1,1,2241,53.1949049999821,535,34,sustained click in low value,0.6153846153846154,0.2,0.38083999999798834
hi10lo70,1,1,2254,53.527415000018664,560,34,sustained click in low value,0.6153846153846154,0.2,0.3325100000365637
hi10lo70,1,1,2272,53.97031499998411,557,34,sustained click in barren tree,0.6153846153846154,0.2,0.44289999996544793
hi10lo70,1,1,2295,54.5230299999821,556,34,sustained click in barren tree,0.6153846153846154,0.2,0.5527149999979883
hi10lo70,1,1,2310,54.879019999993034,505,34,sustained click in barren tree,0.6153846153846154,0.2,0.3559900000109337
hi10lo70,1,1,2320,55.142645000014454,506,34,sustained click in low value,0.6153846153846154,0.2,0.2636250000214204
hi10lo70,1,1,2328,55.35791000002064,504,34,sustained click in low value,0.6153846153846154,0.2,0.21526500000618398
hi10lo70,1,1,2338,55.606804999988526,481,34,sustained click in low value,0.6153846153846154,0.2,0.248894999967888
hi10lo70,1,1,2356,56.12969999999041,435,34,sustained click in barren tree,0.6153846153846154,0.2,0.5228950000018813
hi10lo70,1,1,2365,56.36977500002831,411,34,sustained click in high value,0.6153846153846154,0.2,0.24007500003790483
hi10lo70,1,1,2375,56.62660499999765,412,34,sustained click in barren tree,0.6153846153846154,0.2,0.25682999996934086
hi10lo70,1,2,50,1.2289649999584071,177,0,sustained click in barren tree,0.5714285714285714,0,NA
hi10lo70,1,2,64,1.6406149999820627,178,0,sustained click in barren tree,0.5714285714285714,0,0.4116500000236556
hi10lo70,1,2,73,1.9005100000067614,202,0,sustained click in low value,0.5714285714285714,0,0.2598950000246987
hi10lo70,1,2,81,2.131984999985434,201,0,sustained click in barren tree,0.5714285714285714,0,0.2314749999786727
hi10lo70,1,2,90,2.3835099999560043,200,0,sustained click in barren tree,0.5714285714285714,0,0.2515249999705702
hi10lo70,1,2,106,2.807479999959469,223,0,sustained click in barren tree,0.5714285714285714,0,0.4239700000034645
hi10lo70,1,2,115,3.0671999999904074,222,0,sustained click in low value,0.5714285714285714,0,0.25972000003093854
hi10lo70,1,2,125,3.3410149999544956,221,0,sustained click in low value,0.5714285714285714,0,0.2738149999640882
hi10lo70,1,2,144,3.8600699999951757,196,0,sustained click in barren tree,0.5714285714285714,0,0.5190550000406802
hi10lo70,1,2,158,4.248594999953639,194,0,sustained click in barren tree,0.5714285714285714,0,0.388524999958463
hi10lo70,1,2,177,4.703110000002198,195,0,sustained click in low value,0.5714285714285714,0,0.45451500004855916
hi10lo70,1,2,190,5.0518450000090525,218,0,sustained click in barren tree,0.5714285714285714,0,0.34873500000685453
hi10lo70,1,2,205,5.448414999991655,169,0,sustained click in low value,0.5714285714285714,0,0.3965699999826029
hi10lo70,1,2,217,5.758484999998473,192,0,sustained click in barren tree,0.5714285714285714,0,0.3100700000068173
hi10lo70,1,2,226,6.0241049999604,241,0,sustained click in barren tree,0.5714285714285714,0,0.26561999996192753
hi10lo70,1,2,255,6.799279999977443,288,0,sustained click in low value,0.5714285714285714,0,0.7751750000170432
hi10lo70,1,2,263,7.039040000003297,264,0,sustained click in barren tree,0.5714285714285714,0,0.23976000002585351
hi10lo70,1,2,274,7.3277799999923445,313,0,sustained click in barren tree,0.5714285714285714,0,0.28873999998904765
hi10lo70,1,2,289,7.746729999955278,385,0,sustained click in low value,0.5714285714285714,0,0.41894999996293336
hi10lo70,1,2,301,8.067099999985658,409,0,sustained click in low value,0.5714285714285714,0,0.32037000003037974
hi10lo70,1,2,354,9.4689500000095,432,1,consume low value,0.5714285714285714,0,1.4018500000238419
hi10lo70,1,2,377,10.051604999986012,434,1,sustained click in barren tree,0.5714285714285714,0,0.582654999976512
hi10lo70,1,2,391,10.415639999962877,458,1,sustained click in low value,0.5714285714285714,0,0.36403499997686595
hi10lo70,1,2,405,10.77176499995403,482,1,sustained click in barren tree,0.5714285714285714,0,0.35612499999115244
hi10lo70,1,2,416,11.073514999996405,481,1,sustained click in low value,0.5714285714285714,0,0.3017500000423752
hi10lo70,1,2,425,11.353659999964293,480,1,sustained click in low value,0.5714285714285714,0,0.280144999967888
hi10lo70,1,2,435,11.629320000007283,504,1,sustained click in barren tree,0.5714285714285714,0,0.27566000004298985
hi10lo70,1,2,458,12.24738499999512,552,1,sustained click in barren tree,0.5714285714285714,0,0.6180649999878369
hi10lo70,1,2,527,14.062624999962281,531,2,consume low value,0.5714285714285714,0,1.8152399999671616
hi10lo70,1,2,555,14.77484500000719,509,2,sustained click in barren tree,0.5714285714285714,0,0.7122200000449084
hi10lo70,1,2,567,15.085839999956079,534,2,sustained click in low value,0.5714285714285714,0,0.310994999948889
hi10lo70,1,2,579,15.405124999990221,559,2,sustained click in barren tree,0.5714285714285714,0,0.3192850000341423
hi10lo70,1,2,592,15.77375499997288,537,2,sustained click in high value,0.5714285714285714,0,0.3686299999826588
hi10lo70,1,2,607,16.15869999997085,463,2,sustained click in barren tree,0.5714285714285714,0,0.3849449999979697
hi10lo70,1,2,712,18.912149999989197,537,8,consume high value,0.5714285714285714,0,2.753450000018347
hi10lo70,1,2,735,19.494639999989886,514,8,sustained click in low value,0.5714285714285714,0,0.5824900000006892
hi10lo70,1,2,746,19.78314999997383,539,8,sustained click in barren tree,0.5714285714285714,0,0.288509999983944
hi10lo70,1,2,865,22.79482499998994,493,14,consume high value,0.5714285714285714,0,3.011675000016112
hi10lo70,1,2,899,23.672919999982696,542,14,sustained click in barren tree,0.5714285714285714,0,0.8780949999927543
hi10lo70,1,2,921,24.232229999965057,469,14,sustained click in barren tree,0.5714285714285714,0,0.5593099999823608
hi10lo70,1,2,933,24.53962999995565,445,14,sustained click in low value,0.5714285714285714,0,0.30739999999059364
hi10lo70,1,2,943,24.822574999998324,421,14,sustained click in low value,0.5714285714285714,0,0.2829450000426732
hi10lo70,1,2,954,25.120759999961592,397,14,sustained click in barren tree,0.5714285714285714,0,0.29818499996326864
hi10lo70,1,2,981,25.827854999981355,372,14,sustained click in barren tree,0.5714285714285714,0,0.7070950000197627
hi10lo70,1,2,992,26.123314999975264,348,14,sustained click in barren tree,0.5714285714285714,0,0.29545999999390915
hi10lo70,1,2,1003,26.43890000000829,324,14,sustained click in barren tree,0.5714285714285714,0,0.3155850000330247
hi10lo70,1,2,1013,26.714449999970384,371,14,sustained click in barren tree,0.5714285714285714,0,0.27554999996209517
hi10lo70,1,2,1022,26.967844999977387,395,14,sustained click in barren tree,0.5714285714285714,0,0.25339500000700355
hi10lo70,1,2,1038,27.40343499998562,326,14,sustained click in low value,0.5714285714285714,0,0.4355900000082329
hi10lo70,1,2,1047,27.654694999975618,327,14,sustained click in barren tree,0.5714285714285714,0,0.2512599999899976
hi10lo70,1,2,1164,30.669104999979027,302,20,consume high value,0.5714285714285714,0,3.0144100000034086
hi10lo70,1,2,1188,31.263689999992494,327,20,sustained click in barren tree,0.5714285714285714,0,0.5945850000134669
hi10lo70,1,2,1222,32.17985499999486,399,20,sustained click in barren tree,0.5714285714285714,0,0.9161650000023656
hi10lo70,1,2,1243,32.680974999966566,375,20,sustained click in high value,0.5714285714285714,0,0.5011199999717064
hi10lo70,1,2,1253,32.981349999958184,400,20,sustained click in low value,0.5714285714285714,0,0.3003749999916181
hi10lo70,1,2,1343,35.29318499995861,375,26,consume high value,0.5714285714285714,0,2.3118350000004284
hi10lo70,1,2,1412,37.113294999988284,400,27,consume low value,0.5714285714285714,0,1.820110000029672
hi10lo70,1,2,1489,39.10735000000568,425,28,consume low value,0.5714285714285714,0,1.994055000017397
hi10lo70,1,2,1571,41.14436499995645,427,29,consume low value,0.5714285714285714,0,2.0370149999507703
hi10lo70,1,2,1634,42.74784500000533,429,30,consume low value,0.5714285714285714,0,1.6034800000488758
hi10lo70,1,2,1695,44.30814499995904,406,31,consume low value,0.5714285714285714,0,1.5602999999537133
hi10lo70,1,2,1723,44.9894599999534,407,31,sustained click in barren tree,0.5714285714285714,0,0.6813149999943562
hi10lo70,1,2,1744,45.564444999967236,383,31,sustained click in barren tree,0.5714285714285714,0,0.5749850000138395
hi10lo70,1,2,1801,47.02421499998309,453,32,consume low value,0.5714285714285714,0,1.459770000015851
hi10lo70,1,2,1823,47.572140000003856,477,32,sustained click in barren tree,0.5714285714285714,0,0.5479250000207685
hi10lo70,1,2,1846,48.20085999998264,475,32,sustained click in barren tree,0.5714285714285714,0,0.6287199999787845
hi10lo70,1,2,1862,48.60927499999525,501,32,sustained click in barren tree,0.5714285714285714,0,0.4084150000126101
hi10lo70,1,2,1873,48.93358499999158,525,32,sustained click in low value,0.5714285714285714,0,0.3243099999963306
hi10lo70,1,2,1888,49.32587499998044,499,32,sustained click in low value,0.5714285714285714,0,0.3922899999888614
hi10lo70,1,2,1962,51.277399999962654,525,33,consume low value,0.5714285714285714,0,1.9515249999822117
hi10lo70,1,2,2027,52.92858999996679,499,34,consume low value,0.5714285714285714,0,1.651190000004135
hi10lo70,1,2,2087,54.45211999997264,522,35,consume low value,0.5714285714285714,0,1.5235300000058487
hi10lo70,1,2,2107,54.965214999974705,498,35,sustained click in barren tree,0.5714285714285714,0,0.5130950000020675
hi10lo70,1,2,2139,55.7677749999566,569,35,sustained click in barren tree,0.5714285714285714,0,0.8025599999818951
hi10lo70,1,2,2169,56.541314999980386,407,35,sustained click in barren tree,0.5714285714285714,0,0.773540000023786
hi10lo70,1,2,2180,56.838040000002366,383,35,sustained click in barren tree,0.5714285714285714,0,0.2967250000219792
hi10lo70,1,2,2201,57.447415000002366,311,35,sustained click in barren tree,0.5714285714285714,0,0.609375
hi10lo70,1,2,2259,58.91985999996541,215,36,consume low value,0.5714285714285714,0,1.4724449999630451
hi10lo70,1,3,65,1.8925400000298396,202,1,consume low value,0.45161290322580644,0,NA
hi10lo70,1,3,100,2.8588800000143237,1,1,sustained click in low value,0.45161290322580644,0,0.9663399999844842
hi10lo70,1,3,158,4.476560000039171,0,2,consume low value,0.45161290322580644,0,1.6176800000248477
hi10lo70,1,3,213,6.016654999984894,1,3,consume low value,0.45161290322580644,0,1.5400949999457225
hi10lo70,1,3,230,6.500865000009071,2,3,sustained click in barren tree,0.45161290322580644,0,0.48421000002417713
hi10lo70,1,3,314,8.844340000010561,3,4,consume low value,0.45161290322580644,0,2.34347500000149
hi10lo70,1,3,342,9.629645000037272,101,4,sustained click in barren tree,0.45161290322580644,0,0.7853050000267103
hi10lo70,1,3,368,10.347000000008848,147,4,sustained click in barren tree,0.45161290322580644,0,0.717354999971576
hi10lo70,1,3,440,12.352130000013858,171,5,consume low value,0.45161290322580644,0,2.0051300000050105
hi10lo70,1,3,461,12.942544999998063,193,5,sustained click in barren tree,0.45161290322580644,0,0.5904149999842048
hi10lo70,1,3,481,13.517020000028424,240,5,sustained click in low value,0.45161290322580644,0,0.5744750000303611
hi10lo70,1,3,491,13.811790000007022,241,5,sustained click in low value,0.45161290322580644,0,0.2947699999785982
hi10lo70,1,3,501,14.125794999999925,242,5,sustained click in low value,0.45161290322580644,0,0.3140049999929033
hi10lo70,1,3,514,14.496290000039153,266,5,sustained click in barren tree,0.45161290322580644,0,0.3704950000392273
hi10lo70,1,3,573,16.21254500001669,242,6,consume low value,0.45161290322580644,0,1.7162549999775365
hi10lo70,1,3,627,17.74374499998521,241,7,consume low value,0.45161290322580644,0,1.5311999999685213
hi10lo70,1,3,684,19.35969000001205,240,8,consume low value,0.45161290322580644,0,1.6159450000268407
hi10lo70,1,3,703,19.903515000012703,265,8,sustained click in barren tree,0.45161290322580644,0,0.5438250000006519
hi10lo70,1,3,714,20.251980000000913,266,8,sustained click in barren tree,0.45161290322580644,0,0.34846499998820946
hi10lo70,1,3,721,20.47476499999175,267,8,sustained click in barren tree,0.45161290322580644,0,0.22278499999083579
hi10lo70,1,3,728,20.697580000036396,290,8,sustained click in barren tree,0.45161290322580644,0,0.2228150000446476
hi10lo70,1,3,735,20.938910000026226,291,8,sustained click in barren tree,0.45161290322580644,0,0.24132999998982996
hi10lo70,1,3,743,21.200479999999516,315,8,sustained click in low value,0.45161290322580644,0,0.26156999997328967
hi10lo70,1,3,796,22.674660000018775,288,9,consume low value,0.45161290322580644,0,1.4741800000192598
hi10lo70,1,3,883,25.145285000035074,312,15,consume high value,0.45161290322580644,0,2.470625000016298
hi10lo70,1,3,910,25.891975000035018,338,15,sustained click in low value,0.45161290322580644,0,0.7466899999999441
hi10lo70,1,3,927,26.379695000010543,291,15,sustained click in barren tree,0.45161290322580644,0,0.48771999997552484
hi10lo70,1,3,938,26.755790000024717,363,15,sustained click in barren tree,0.45161290322580644,0,0.37609500001417473
hi10lo70,1,3,958,27.324829999997746,361,15,sustained click in low value,0.45161290322580644,0,0.5690399999730289
hi10lo70,1,3,975,27.80496000003768,386,15,sustained click in low value,0.45161290322580644,0,0.4801300000399351
hi10lo70,1,3,988,28.225000000034925,387,15,sustained click in barren tree,0.45161290322580644,0,0.4200399999972433
hi10lo70,1,3,1063,30.249145000008866,386,16,consume low value,0.45161290322580644,0,2.0241449999739416
hi10lo70,1,3,1084,30.85211000003619,411,16,sustained click in barren tree,0.45161290322580644,0,0.602965000027325
hi10lo70,1,3,1103,31.449345000030007,459,16,sustained click in low value,0.45161290322580644,0,0.597234999993816
hi10lo70,1,3,1159,32.99716500000795,435,17,consume low value,0.45161290322580644,0,1.5478199999779463
hi10lo70,1,3,1213,34.52409500000067,459,18,consume low value,0.45161290322580644,0,1.526929999992717
hi10lo70,1,3,1233,35.091720000025816,436,18,sustained click in barren tree,0.45161290322580644,0,0.5676250000251457
hi10lo70,1,3,1243,35.389105000009295,460,18,sustained click in barren tree,0.45161290322580644,0,0.29738499998347834
hi10lo70,1,3,1272,36.21205500001088,457,18,sustained click in low value,0.45161290322580644,0,0.8229500000015832
hi10lo70,1,3,1320,37.56086500000674,480,19,consume low value,0.45161290322580644,0,1.348809999995865
hi10lo70,1,3,1339,38.09363499999745,505,19,sustained click in barren tree,0.45161290322580644,0,0.5327699999907054
hi10lo70,1,3,1356,38.64470000000438,506,19,sustained click in low value,0.45161290322580644,0,0.551065000006929
hi10lo70,1,3,1416,40.28471500001615,554,20,consume low value,0.45161290322580644,0,1.640015000011772
hi10lo70,1,3,1437,40.88232999999309,555,20,sustained click in low value,0.45161290322580644,0,0.5976149999769405
hi10lo70,1,3,1456,41.42304000002332,533,20,sustained click in low value,0.45161290322580644,0,0.5407100000302307
hi10lo70,1,3,1467,41.763730000006035,557,20,sustained click in low value,0.45161290322580644,0,0.34068999998271465
hi10lo70,1,3,1474,41.99140500003705,558,20,sustained click in low value,0.45161290322580644,0,0.22767500003101304
hi10lo70,1,3,1481,42.221595000009984,510,20,sustained click in low value,0.45161290322580644,0,0.23018999997293577
hi10lo70,1,3,1492,42.55282000004081,465,20,sustained click in barren tree,0.45161290322580644,0,0.3312250000308268
hi10lo70,1,3,1508,43.00825499999337,393,20,sustained click in barren tree,0.45161290322580644,0,0.45543499995255843
hi10lo70,1,3,1515,43.246440000017174,394,20,sustained click in barren tree,0.45161290322580644,0,0.2381850000238046
hi10lo70,1,3,1528,43.7261399999843,395,20,sustained click in barren tree,0.45161290322580644,0,0.4796999999671243
hi10lo70,1,3,1537,44.00125500001013,347,20,sustained click in barren tree,0.45161290322580644,0,0.2751150000258349
hi10lo70,1,3,1543,44.21060500002932,323,20,sustained click in barren tree,0.45161290322580644,0,0.20935000001918525
hi10lo70,1,3,1548,44.40490000002319,300,20,sustained click in low value,0.45161290322580644,0,0.1942949999938719
hi10lo70,1,3,1552,44.58613499999046,276,20,sustained click in low value,0.45161290322580644,0,0.18123499996727332
hi10lo70,1,3,1557,44.771710000000894,252,20,sustained click in barren tree,0.45161290322580644,0,0.1855750000104308
hi10lo70,1,3,1573,45.2217149999924,279,20,sustained click in low value,0.45161290322580644,0,0.45000499999150634
hi10lo70,1,3,1578,45.40147000004072,303,20,sustained click in barren tree,0.45161290322580644,0,0.17975500004831702
hi10lo70,1,3,1597,46.15574499999639,376,20,sustained click in low value,0.45161290322580644,0,0.754274999955669
hi10lo70,1,3,1602,46.33371000003535,373,20,sustained click in barren tree,0.45161290322580644,0,0.17796500003896654
hi10lo70,1,3,1612,46.6800800000201,377,20,sustained click in low value,0.45161290322580644,0,0.34636999998474494
hi10lo70,1,3,1617,46.87711500003934,401,20,sustained click in barren tree,0.45161290322580644,0,0.19703500001924112
hi10lo70,1,3,1621,47.05962499999441,426,20,sustained click in barren tree,0.45161290322580644,0,0.182509999955073
hi10lo70,1,3,1632,47.43567500001518,427,20,sustained click in low value,0.45161290322580644,0,0.3760500000207685
hi10lo70,1,3,1647,47.944524999998976,381,20,sustained click in low value,0.45161290322580644,0,0.508849999983795
hi10lo70,1,3,1653,48.14995500002988,382,20,sustained click in barren tree,0.45161290322580644,0,0.20543000003090128
hi10lo70,1,3,1733,50.40173500002129,358,26,consume high value,0.45161290322580644,0,2.251779999991413
hi10lo70,1,3,1759,51.13017000001855,429,26,sustained click in barren tree,0.45161290322580644,0,0.7284349999972619
hi10lo70,1,3,1812,52.724660000007134,381,27,consume low value,0.45161290322580644,0,1.594489999988582
hi10lo70,1,3,1839,53.466004999994766,356,27,sustained click in barren tree,0.45161290322580644,0,0.741344999987632
hi10lo70,1,3,1910,55.47509000002174,377,28,consume low value,0.45161290322580644,0,2.009085000026971
hi10lo70,1,3,1971,57.17827000003308,376,29,consume low value,0.45161290322580644,0,1.7031800000113435
hi10lo70,1,3,1993,57.78980000002775,375,29,sustained click in barren tree,0.45161290322580644,0,0.6115299999946728
hi10lo70,1,4,40,1.411789999983739,10,0,sustained click in barren tree,0.22727272727272727,0,NA
hi10lo70,1,4,54,1.9019400000106543,58,0,sustained click in barren tree,0.22727272727272727,0,0.4901500000269152
hi10lo70,1,4,61,2.1596349999890663,82,0,sustained click in barren tree,0.22727272727272727,0,0.25769499997841194
hi10lo70,1,4,68,2.4136650000000373,81,0,sustained click in barren tree,0.22727272727272727,0,0.254030000010971
hi10lo70,1,4,75,2.6915199999930337,153,0,sustained click in low value,0.22727272727272727,0,0.27785499999299645
hi10lo70,1,4,81,2.9118749999906868,177,0,sustained click in low value,0.22727272727272727,0,0.22035499999765307
hi10lo70,1,4,123,4.2359099999885075,153,1,consume low value,0.22727272727272727,0,1.3240349999978207
hi10lo70,1,4,170,5.678234999999404,177,2,consume low value,0.22727272727272727,0,1.4423250000108965
hi10lo70,1,4,226,7.389420000021346,226,3,consume low value,0.22727272727272727,0,1.711185000021942
hi10lo70,1,4,246,8.012304999982007,251,3,sustained click in barren tree,0.22727272727272727,0,0.6228849999606609
hi10lo70,1,4,264,8.593709999986459,228,3,sustained click in barren tree,0.22727272727272727,0,0.5814050000044517
hi10lo70,1,4,274,8.919374999997672,275,3,sustained click in barren tree,0.22727272727272727,0,0.3256650000112131
hi10lo70,1,4,283,9.227699999988545,276,3,sustained click in low value,0.22727272727272727,0,0.30832499999087304
hi10lo70,1,4,325,10.54821500001708,253,4,consume low value,0.22727272727272727,0,1.3205150000285357
hi10lo70,1,4,375,12.088459999999031,276,5,consume low value,0.22727272727272727,0,1.540244999981951
hi10lo70,1,4,424,13.599035000021104,299,6,consume low value,0.22727272727272727,0,1.5105750000220723
hi10lo70,1,4,439,14.085850000032224,324,6,sustained click in barren tree,0.22727272727272727,0,0.48681500001112
hi10lo70,1,4,457,14.654180000012275,325,6,sustained click in barren tree,0.22727272727272727,0,0.5683299999800511
hi10lo70,1,4,464,14.913799999980256,326,6,sustained click in low value,0.22727272727272727,0,0.25961999996798113
hi10lo70,1,4,472,15.200305000005756,327,6,sustained click in barren tree,0.22727272727272727,0,0.2865050000254996
hi10lo70,1,4,528,16.97937000001548,326,7,consume low value,0.22727272727272727,0,1.779065000009723
hi10lo70,1,4,553,17.742715000000317,304,7,sustained click in barren tree,0.22727272727272727,0,0.7633449999848381
hi10lo70,1,4,567,18.198655000014696,281,7,sustained click in low value,0.22727272727272727,0,0.4559400000143796
hi10lo70,1,4,619,19.784800000023097,234,8,consume low value,0.22727272727272727,0,1.5861450000084005
hi10lo70,1,4,669,21.321080000023358,209,9,consume low value,0.22727272727272727,0,1.5362800000002608
hi10lo70,1,4,722,22.946700000029523,281,10,consume low value,0.22727272727272727,0,1.6256200000061654
hi10lo70,1,4,743,23.609389999997802,306,10,sustained click in barren tree,0.22727272727272727,0,0.6626899999682792
hi10lo70,1,4,754,23.946880000003148,283,10,sustained click in low value,0.22727272727272727,0,0.3374900000053458
hi10lo70,1,4,759,24.147850000008475,259,10,sustained click in barren tree,0.22727272727272727,0,0.20097000000532717
hi10lo70,1,4,809,25.68337500002235,283,11,consume low value,0.22727272727272727,0,1.5355250000138767
hi10lo70,1,4,835,26.46927499998128,191,11,sustained click in low value,0.22727272727272727,0,0.7858999999589287
