condition,subject,trial,frame,time,tree,ptally,event,p_ign_apple,p_ign_banana,inter_click_interval
hi10lo70,2,2,1210,21.055205000000626,80,8,sustained click in barren tree,0.9583333333333334,0,0.30476500000088436
hi10lo70,2,2,1226,21.333504999998638,79,8,sustained click in low value,0.9583333333333334,0,0.278299999998012
hi10lo70,2,2,1246,21.683509999998876,78,8,sustained click in low value,0.9583333333333334,0,0.3500050000002375
hi10lo70,2,2,1262,21.966840000000957,55,8,sustained click in low value,0.9583333333333334,0,0.2833300000020813
hi10lo70,2,2,1285,22.366845000000524,53,8,sustained click in low value,0.9583333333333334,0,0.40000499999956673
hi10lo70,2,2,1304,22.700205000001006,30,8,sustained click in low value,0.9583333333333334,0,0.33336000000048216
hi10lo70,2,2,1339,23.300214999999355,55,8,sustained click in low value,0.9583333333333334,0,0.600009999998349
hi10lo70,2,2,1364,23.733524999999588,5,8,sustained click in barren tree,0.9583333333333334,0,0.43331000000023323
hi10lo70,2,2,1398,24.3168699999988,3,8,sustained click in low value,0.9583333333333334,0,0.5833449999992126
hi10lo70,2,2,1413,24.58353999999963,2,8,sustained click in barren tree,0.9583333333333334,0,0.2666700000008291
hi10lo70,2,2,1429,24.866884999999513,1,8,sustained click in low value,0.9583333333333334,0,0.2833449999998834
hi10lo70,2,2,1465,25.500215000000026,0,8,sustained click in barren tree,0.9583333333333334,0,0.6333300000005124
hi10lo70,2,2,1654,28.69198999999935,24,14,consume high value,0.9583333333333334,0,3.191774999999325
hi10lo70,2,2,1691,29.317319999998233,74,14,sustained click in low value,0.9583333333333334,0,0.6253299999988826
hi10lo70,2,2,1708,29.620735000000366,75,14,sustained click in low value,0.9583333333333334,0,0.30341500000213273
hi10lo70,2,2,1722,29.86694500000158,98,14,sustained click in barren tree,0.9583333333333334,0,0.24621000000121285
hi10lo70,2,2,1736,30.116924999998503,97,14,sustained click in low value,0.9583333333333334,0,0.2499799999969241
hi10lo70,2,2,1775,30.800289999999222,96,14,sustained click in low value,0.9583333333333334,0,0.6833650000007196
hi10lo70,2,2,1791,31.08361499999961,121,14,sustained click in high value,0.9583333333333334,0,0.2833250000003886
hi10lo70,2,2,1807,31.36695500000127,123,14,sustained click in barren tree,0.9583333333333334,0,0.28334000000165815
hi10lo70,2,2,1955,33.85186500000049,121,20,consume high value,0.9583333333333334,0,2.4849099999992177
hi10lo70,2,2,1988,34.419675000001064,123,20,sustained click in barren tree,0.9583333333333334,0,0.567810000000577
hi10lo70,2,2,2007,34.750315000001194,148,20,sustained click in barren tree,0.9583333333333334,0,0.3306400000001304
hi10lo70,2,2,2024,35.050334999999905,172,20,sustained click in low value,0.9583333333333334,0,0.3000199999987103
hi10lo70,2,2,2044,35.40052500000087,170,20,sustained click in low value,0.9583333333333334,0,0.3501900000009641
hi10lo70,2,2,2060,35.68366999999853,193,20,sustained click in barren tree,0.9583333333333334,0,0.28314499999765985
hi10lo70,2,2,2088,36.16703499999858,240,20,sustained click in barren tree,0.9583333333333334,0,0.4833650000000489
hi10lo70,2,2,2110,36.55034499999971,289,20,sustained click in barren tree,0.9583333333333334,0,0.38331000000113136
hi10lo70,2,2,2128,36.86703000000125,313,20,sustained click in low value,0.9583333333333334,0,0.31668500000154154
hi10lo70,2,2,2143,37.133685000000696,337,20,sustained click in low value,0.9583333333333334,0,0.26665499999944586
hi10lo70,2,2,2157,37.38370500000019,314,20,sustained click in barren tree,0.9583333333333334,0,0.25001999999949476
hi10lo70,2,2,2342,40.56451000000021,315,26,consume high value,0.9583333333333334,0,3.1808050000000208
hi10lo70,2,2,2372,41.06710000000021,316,26,sustained click in barren tree,0.9583333333333334,0,0.5025899999999979
hi10lo70,2,2,2391,41.4007349999992,291,26,sustained click in low value,0.9583333333333334,0,0.33363499999899204
hi10lo70,2,2,2451,42.45076999999952,363,26,sustained click in barren tree,0.9583333333333334,0,1.050035000000321
hi10lo70,2,2,2471,42.80042500000127,365,26,sustained click in low value,0.9583333333333334,0,0.34965500000174643
hi10lo70,2,2,2489,43.11712500000061,413,26,sustained click in low value,0.9583333333333334,0,0.3166999999993436
hi10lo70,2,2,2520,43.650450000001,362,26,sustained click in barren tree,0.9583333333333334,0,0.5333250000003886
hi10lo70,2,2,2534,43.90045499999911,386,26,sustained click in barren tree,0.9583333333333334,0,0.25000499999811154
hi10lo70,2,2,2553,44.23406500000061,409,26,sustained click in barren tree,0.9583333333333334,0,0.33361000000149943
hi10lo70,2,2,2573,44.58378000000084,408,26,sustained click in low value,0.9583333333333334,0,0.3497150000002307
hi10lo70,2,2,2590,44.88378999999986,384,26,sustained click in low value,0.9583333333333334,0,0.3000099999990198
hi10lo70,2,2,2623,45.46731,360,26,sustained click in barren tree,0.9583333333333334,0,0.583520000000135
hi10lo70,2,2,2653,45.9837999999981,457,26,sustained click in barren tree,0.9583333333333334,0,0.5164899999981003
hi10lo70,2,2,2683,46.50047500000073,460,26,sustained click in barren tree,0.9583333333333334,0,0.5166750000026354
hi10lo70,2,2,2714,47.03381499999881,485,26,sustained click in barren tree,0.9583333333333334,0,0.533339999998077
hi10lo70,2,2,2726,47.25049500000023,509,26,sustained click in low value,0.9583333333333334,0,0.21668000000141774
hi10lo70,2,2,2755,47.75047999999873,554,26,sustained click in barren tree,0.9583333333333334,0,0.4999849999985031
hi10lo70,2,2,2772,48.0555849999983,553,26,sustained click in low value,0.9583333333333334,0,0.3051049999995712
hi10lo70,2,2,2820,48.867474999999104,560,26,sustained click in low value,0.9583333333333334,0,0.8118900000008011
hi10lo70,2,2,2833,49.100510000000156,536,26,sustained click in barren tree,0.9583333333333334,0,0.2330350000010526
hi10lo70,2,2,2848,49.367174999999406,537,26,sustained click in low value,0.9583333333333334,0,0.2666649999992501
hi10lo70,2,2,2878,49.88414499999993,562,26,sustained click in barren tree,0.9583333333333334,0,0.5169700000005264
hi10lo70,2,2,2914,50.517195000000356,514,26,sustained click in barren tree,0.9583333333333334,0,0.6330500000004236
hi10lo70,2,2,2931,50.817204999999376,515,26,sustained click in low value,0.9583333333333334,0,0.3000099999990198
hi10lo70,2,2,2971,51.51720500000016,541,26,sustained click in barren tree,0.9583333333333334,0,0.7000000000007844
hi10lo70,2,2,3000,52.01950500000015,543,26,sustained click in barren tree,0.9583333333333334,0,0.5022999999999911
hi10lo70,2,2,3015,52.28387999999899,568,26,sustained click in barren tree,0.9583333333333334,0,0.26437499999883585
hi10lo70,2,2,3038,52.68389999999994,519,26,sustained click in barren tree,0.9583333333333334,0,0.40002000000094995
hi10lo70,2,2,3065,53.150570000001665,494,26,sustained click in low value,0.9583333333333334,0,0.4666700000017272
hi10lo70,2,2,3085,53.50059500000128,471,26,sustained click in low value,0.9583333333333334,0,0.35002499999961856
hi10lo70,2,2,3114,54.00055499999871,423,26,sustained click in low value,0.9583333333333334,0,0.49995999999742935
hi10lo70,2,2,3288,56.93840999999878,399,32,consume high value,0.9583333333333334,0,2.93785500000007
hi10lo70,2,2,3316,57.417294999999285,400,32,sustained click in low value,0.9583333333333334,0,0.4788850000005027
hi10lo70,2,2,3333,57.717410000001166,401,32,sustained click in barren tree,0.9583333333333334,0,0.30011500000188107
hi10lo70,2,2,3372,58.3839499999994,403,32,sustained click in barren tree,0.9583333333333334,0,0.6665399999982355
hi10lo70,2,2,3385,58.61728999999838,427,32,sustained click in low value,0.9583333333333334,0,0.23333999999897514
hi10lo70,2,2,3413,59.103324999999984,475,32,sustained click in barren tree,0.9583333333333334,0,0.48603500000160693
hi10lo70,2,3,122,2.2766850000006684,325,1,consume low value,0,0,NA
hi10lo70,2,3,200,3.8039500000013504,301,2,consume low value,0,0,1.527265000000682
hi10lo70,2,3,237,4.467230000002019,327,2,sustained click in barren tree,0,0,0.6632800000006682
hi10lo70,2,3,388,7.367949999999837,331,8,consume high value,0,0,2.9007199999978184
hi10lo70,2,3,467,8.872194999999863,332,9,consume low value,0,0,1.5042450000000258
hi10lo70,2,3,594,11.325280000000873,356,15,consume high value,0,0,2.4530850000010105
hi10lo70,2,3,727,13.881870000001129,355,21,consume high value,0,0,2.5565900000002557
hi10lo70,2,3,758,14.468275000002848,379,21,sustained click in barren tree,0,0,0.5864050000017187
hi10lo70,2,3,840,16.067235000002256,357,22,consume low value,0,0,1.5989599999994084
hi10lo70,2,3,946,18.09389500000185,381,23,consume low value,0,0,2.0266599999995947
hi10lo70,2,3,972,18.576380000002302,359,23,sustained click in barren tree,0,0,0.4824850000004517
hi10lo70,2,3,1077,20.56268500000084,406,24,consume low value,0,0,1.9863049999985378
hi10lo70,2,3,1155,22.054265000002545,431,25,consume low value,0,0,1.4915800000017043
hi10lo70,2,3,1324,25.339190000002475,428,31,consume high value,0,0,3.28492499999993
hi10lo70,2,3,1400,26.800575000001118,429,32,consume low value,0,0,1.4613849999986428
hi10lo70,2,3,1489,28.565770000001066,452,33,consume low value,0,0,1.7651949999999488
hi10lo70,2,3,1515,29.055935000000375,451,33,sustained click in barren tree,0,0,0.4901649999993083
hi10lo70,2,3,1567,30.038495000000694,426,33,sustained click in barren tree,0,0,0.9825600000003192
hi10lo70,2,3,1649,31.626125000002503,425,33,sustained click in barren tree,0,0,1.587630000001809
hi10lo70,2,3,1959,37.74540999999948,401,34,consume low value,0,0,6.119284999996978
hi10lo70,2,3,2006,38.64368500000273,449,34,sustained click in barren tree,0,0,0.8982750000032524
hi10lo70,2,3,2100,40.49109000000317,474,35,consume low value,0,0,1.8474050000004354
hi10lo70,2,3,2124,40.96854999999778,499,35,sustained click in barren tree,0,0,0.47745999999460764
hi10lo70,2,3,2325,44.8640149999992,548,36,consume low value,0,0,3.8954650000014226
hi10lo70,2,3,2353,45.423475000003236,502,36,sustained click in barren tree,0,0,0.5594600000040373
hi10lo70,2,3,2390,46.14947499999835,503,36,sustained click in barren tree,0,0,0.7259999999951106
hi10lo70,2,3,2475,47.797944999998435,575,37,consume low value,0,0,1.6484700000000885
hi10lo70,2,3,2513,48.53276999999798,570,37,sustained click in low value,0,0,0.734824999999546
hi10lo70,2,3,2540,49.07878999999957,569,37,sustained click in barren tree,0,0,0.5460200000015902
hi10lo70,2,3,2631,50.84599000000162,570,38,consume low value,0,0,1.767200000002049
hi10lo70,2,3,2706,52.30073500000435,545,39,consume low value,0,0,1.454745000002731
hi10lo70,2,3,2775,53.65562499999942,544,40,consume low value,0,0,1.3548899999950663
hi10lo70,2,3,2795,54.065269999999146,519,40,sustained click in barren tree,0,0,0.4096449999997276
hi10lo70,2,3,2935,56.789535000003525,495,46,consume high value,0,0,2.7242650000043795
hi10lo70,2,3,2963,57.34817000000476,494,46,sustained click in barren tree,0,0,0.5586350000012317
hi10lo70,2,4,196,3.935044999998354,349,1,consume low value,0,0,NA
hi10lo70,2,4,226,4.565555000001041,374,1,sustained click in barren tree,0,0,0.6305100000026869
hi10lo70,2,4,266,5.394854999998643,375,1,sustained click in barren tree,0,0,0.8292999999976018
hi10lo70,2,4,304,6.198039999995672,351,1,sustained click in barren tree,0,0,0.8031849999970291
hi10lo70,2,4,463,9.421289999998407,327,7,consume high value,0,0,3.2232500000027358
hi10lo70,2,4,486,9.905760000001465,303,7,sustained click in barren tree,0,0,0.48447000000305707
hi10lo70,2,4,519,10.598669999999402,304,7,sustained click in barren tree,0,0,0.6929099999979371
hi10lo70,2,4,553,11.303039999998873,305,7,sustained click in barren tree,0,0,0.7043699999994715
hi10lo70,2,4,579,11.854435000001104,329,7,sustained click in barren tree,0,0,0.5513950000022305
hi10lo70,2,4,600,12.29796499999793,330,7,sustained click in barren tree,0,0,0.4435299999968265
hi10lo70,2,4,673,13.798555000001215,306,8,consume low value,0,0,1.5005900000032852
hi10lo70,2,4,770,15.786254999999073,307,9,consume low value,0,0,1.987699999997858
hi10lo70,2,4,843,17.259689999998955,308,10,consume low value,0,0,1.4734349999998813
hi10lo70,2,4,866,17.74578499999916,260,10,sustained click in low value,0,0,0.4860950000002049
hi10lo70,2,4,971,19.884225000001607,261,11,consume low value,0,0,2.138440000002447
hi10lo70,2,4,1045,21.40126500000042,260,12,consume low value,0,0,1.517039999998815
hi10lo70,2,4,1116,22.873650000001362,237,13,consume low value,0,0,1.4723850000009406
hi10lo70,2,4,1220,25.004150000000664,238,14,consume low value,0,0,2.1304999999993015
hi10lo70,2,4,1332,27.34247499999765,257,15,consume low value,0,0,2.338324999996985
hi10lo70,2,4,1354,27.797389999999723,233,15,sustained click in barren tree,0,0,0.4549150000020745
hi10lo70,2,4,1422,29.202959999995073,185,15,sustained click in barren tree,0,0,1.4055699999953504
hi10lo70,2,4,1577,32.363744999995106,184,21,consume high value,0,0,3.1607850000000326
hi10lo70,2,4,1652,33.886155000000144,183,22,consume low value,0,0,1.5224100000050385
hi10lo70,2,4,1673,34.323389999997744,159,22,sustained click in barren tree,0,0,0.4372349999975995
hi10lo70,2,4,1758,36.06185499999992,206,23,consume low value,0,0,1.7384650000021793
hi10lo70,2,4,1789,36.70205999999598,181,23,sustained click in barren tree,0,0,0.6402049999960582
hi10lo70,2,4,1829,37.534050000002026,134,23,sustained click in barren tree,0,0,0.8319900000060443
hi10lo70,2,4,1865,38.28082500000164,110,23,sustained click in barren tree,0,0,0.7467749999996158
hi10lo70,2,4,1940,39.867569999994885,86,24,consume low value,0,0,1.5867449999932433
hi10lo70,2,4,1964,40.36509999999544,87,24,sustained click in barren tree,0,0,0.4975300000005518
hi10lo70,2,4,2075,42.66472999999678,85,25,consume low value,0,0,2.2996300000013434
hi10lo70,2,4,2097,43.1293749999968,62,25,sustained click in barren tree,0,0,0.4646450000000186
hi10lo70,2,4,2181,44.855349999998,38,26,consume low value,0,0,1.725975000001199
hi10lo70,2,4,2251,46.2899499999985,14,27,consume low value,0,0,1.4346000000005006
hi10lo70,2,4,2283,46.95351500000106,40,27,sustained click in barren tree,0,0,0.6635650000025635
hi10lo70,2,4,2407,49.51034499999514,64,33,consume high value,0,0,2.556829999994079
hi10lo70,2,4,2430,49.986440000000584,41,33,sustained click in barren tree,0,0,0.4760950000054436
hi10lo70,2,4,2483,51.1389199999976,89,33,sustained click in barren tree,0,0,1.1524799999970128
hi10lo70,2,4,2603,53.62577999999485,114,34,consume low value,0,0,2.4868599999972503
hi10lo70,2,4,2628,54.138254999998026,115,34,sustained click in barren tree,0,0,0.5124750000031781
hi10lo70,2,4,2729,56.196109999997134,142,35,consume low value,0,0,2.0578549999991083
hi10lo70,2,4,2750,56.65578000000096,95,35,sustained click in barren tree,0,0,0.4596700000038254
hi10lo70,2,4,2788,57.433499999999185,69,35,sustained click in barren tree,0,0,0.7777199999982258
hi10lo70,2,5,132,3.0522300000011455,2,1,consume low value,0,0,NA
hi10lo70,2,5,196,4.529065000002447,26,2,consume low value,0,0,1.4768350000013015
hi10lo70,2,5,213,4.941615000003367,25,2,sustained click in barren tree,0,0,0.4125500000009197
hi10lo70,2,5,281,6.49686500000098,24,3,consume low value,0,0,1.5552499999976135
hi10lo70,2,5,391,9.033309999998892,50,9,consume high value,0,0,2.5364449999979115
hi10lo70,2,5,456,10.523990000001504,51,10,consume low value,0,0,1.4906800000026124
hi10lo70,2,5,479,11.06749999999738,76,10,sustained click in barren tree,0,0,0.5435099999958766
hi10lo70,2,5,512,11.833379999996396,100,10,sustained click in barren tree,0,0,0.7658799999990151
hi10lo70,2,5,532,12.303189999998722,99,10,sustained click in barren tree,0,0,0.469810000002326
hi10lo70,2,5,595,13.762914999999339,123,11,consume low value,0,0,1.459725000000617
hi10lo70,2,5,644,14.914974999999686,121,11,sustained click in barren tree,0,0,1.152060000000347
hi10lo70,2,5,767,17.69114499999705,97,17,consume high value,0,0,2.7761699999973644
hi10lo70,2,5,786,18.13822500000242,73,17,sustained click in barren tree,0,0,0.4470800000053714
hi10lo70,2,5,843,19.458090000000084,30,17,sustained click in barren tree,0,0,1.3198649999976624
hi10lo70,2,5,931,21.455855000000156,31,18,consume low value,0,0,1.9977650000000722
hi10lo70,2,5,952,21.93974000000162,8,18,sustained click in barren tree,0,0,0.4838850000014645
hi10lo70,2,5,999,23.01857000000018,9,18,sustained click in barren tree,0,0,1.078829999998561
hi10lo70,2,5,1031,23.756865000003017,10,18,sustained click in barren tree,0,0,0.7382950000028359
hi10lo70,2,5,1058,24.385835000000952,59,18,sustained click in barren tree,0,0,0.6289699999979348
hi10lo70,2,5,1090,25.129164999998466,36,18,sustained click in barren tree,0,0,0.7433299999975134
hi10lo70,2,5,1164,26.807020000000193,12,19,consume low value,0,0,1.6778550000017276
hi10lo70,2,5,1183,27.25387999999657,13,19,sustained click in barren tree,0,0,0.44685999999637716
hi10lo70,2,5,1259,28.982615000000806,57,20,consume low value,0,0,1.7287350000042352
hi10lo70,2,5,1319,30.356214999999793,58,21,consume low value,0,0,1.3735999999989872
hi10lo70,2,5,1384,31.832649999996647,80,22,consume low value,0,0,1.4764349999968545
hi10lo70,2,5,1400,32.205385000001115,104,22,sustained click in barren tree,0,0,0.372735000004468
hi10lo70,2,5,1498,34.43530499999906,128,23,consume low value,0,0,2.2299199999979464
hi10lo70,2,5,1559,35.80740499999956,152,24,consume low value,0,0,1.3721000000005006
hi10lo70,2,5,1618,37.163650000002235,153,25,consume low value,0,0,1.356245000002673
hi10lo70,2,5,1688,38.73966500000097,126,26,consume low value,0,0,1.5760149999987334
hi10lo70,2,5,1750,40.15780000000086,150,27,consume low value,0,0,1.418134999999893
hi10lo70,2,5,1822,41.81658500000049,107,28,consume low value,0,0,1.6587849999996251
hi10lo70,2,5,1836,42.15411999999924,131,28,sustained click in barren tree,0,0,0.33753499999875203
hi10lo70,2,5,1953,44.827964999996766,156,29,consume low value,0,0,2.6738449999975273
hi10lo70,2,5,1971,45.255794999997306,181,29,sustained click in barren tree,0,0,0.42783000000054017
hi10lo70,2,5,2022,46.46078000000125,183,29,sustained click in barren tree,0,0,1.2049850000039442
hi10lo70,2,5,2102,48.2760649999982,160,30,consume low value,0,0,1.8152849999969476
hi10lo70,2,5,2166,49.75150500000018,135,31,consume low value,0,0,1.4754400000019814
hi10lo70,2,5,2185,50.2042849999998,134,31,sustained click in barren tree,0,0,0.4527799999996205
hi10lo70,2,5,2216,50.92667000000074,112,31,sustained click in barren tree,0,0,0.7223850000009406
hi10lo70,2,5,2239,51.46430500000133,88,31,sustained click in barren tree,0,0,0.5376350000005914
hi10lo70,2,5,2361,54.26956999999675,63,37,consume high value,0,0,2.8052649999954156
hi10lo70,2,5,2382,54.755245000000286,65,37,sustained click in barren tree,0,0,0.485675000003539
hi10lo70,2,5,2408,55.37524000000121,89,37,sustained click in barren tree,0,0,0.6199950000009267
hi10lo70,2,5,2432,55.94772499999817,114,37,sustained click in barren tree,0,0,0.5724849999969592
hi10lo70,2,5,2518,57.91500999999698,187,38,consume low value,0,0,1.9672849999988102
hi10lo70,2,5,2536,58.33933999999863,165,38,sustained click in barren tree,0,0,0.4243300000016461
hi10lo70,2,5,2574,59.23399000000063,119,38,sustained click in barren tree,0,0,0.8946500000020023
hi10lo70,2,6,70,1.7826700000005076,23,0,sustained click in barren tree,0,0,NA
hi10lo70,2,6,164,4.086389999996754,95,1,consume low value,0,0,2.3037199999962468
hi10lo70,2,6,180,4.4998049999993555,118,1,sustained click in barren tree,0,0,0.4134150000026011
hi10lo70,2,6,207,5.173569999999131,93,1,sustained click in barren tree,0,0,0.6737649999997757
hi10lo70,2,6,231,5.786244999995574,68,1,sustained click in barren tree,0,0,0.6126749999964431
hi10lo70,2,6,268,6.762445000000184,21,1,sustained click in barren tree,0,0,0.97620000000461
hi10lo70,2,6,288,7.290815000000407,20,1,sustained click in barren tree,0,0,0.5283700000002227
hi10lo70,2,6,316,8.032084999999029,19,1,sustained click in low value,0,0,0.7412699999986216
hi10lo70,2,6,341,8.667255000000296,18,1,sustained click in barren tree,0,0,0.635170000001267
hi10lo70,2,6,406,10.296819999995932,19,2,consume low value,0,0,1.6295649999956368
hi10lo70,2,6,426,10.80871499999921,17,2,sustained click in barren tree,0,0,0.5118950000032783
hi10lo70,2,6,462,11.703284999995844,38,2,sustained click in low value,0,0,0.8945699999966337
hi10lo70,2,6,518,13.084524999998507,37,3,consume low value,0,0,1.3812400000026628
hi10lo70,2,6,575,14.4858749999986,38,4,consume low value,0,0,1.4013500000000931
hi10lo70,2,6,603,15.1748499999959,87,4,sustained click in low value,0,0,0.6889749999972992
hi10lo70,2,6,669,16.796464999999444,64,5,consume low value,0,0,1.621615000003544
hi10lo70,2,6,728,18.262539999995965,87,6,consume low value,0,0,1.466074999996522
hi10lo70,2,6,788,19.738124999996217,112,7,consume low value,0,0,1.475585000000251
hi10lo70,2,6,852,21.310984999996435,113,8,consume low value,0,0,1.5728600000002189
hi10lo70,2,6,871,21.787239999997837,89,8,sustained click in barren tree,0,0,0.47625500000140164
hi10lo70,2,6,899,22.48624999999447,114,8,sustained click in barren tree,0,0,0.6990099999966333
hi10lo70,2,6,927,23.209165000000212,90,8,sustained click in barren tree,0,0,0.7229150000057416
hi10lo70,2,6,944,23.64550999999483,66,8,sustained click in barren tree,0,0,0.43634499999461696
hi10lo70,2,6,990,24.82740499999636,162,8,sustained click in barren tree,0,0,1.181895000001532
hi10lo70,2,6,1016,25.49063000000035,186,8,sustained click in barren tree,0,0,0.6632250000039903
hi10lo70,2,6,1038,26.03870499999914,184,8,sustained click in barren tree,0,0,0.5480749999987893
hi10lo70,2,6,1072,26.90515999999468,159,8,sustained click in barren tree,0,0,0.8664549999955398
hi10lo70,2,6,1106,27.746614999996495,140,8,sustained click in barren tree,0,0,0.8414550000018153
hi10lo70,2,6,1127,28.300329999998098,164,8,sustained click in barren tree,0,0,0.5537150000016027
hi10lo70,2,6,1143,28.71384999999998,165,8,sustained click in barren tree,0,0,0.41352000000188127
hi10lo70,2,6,1213,30.458189999997558,166,9,consume low value,0,0,1.7443399999975782
hi10lo70,2,6,1270,31.853729999995267,190,10,consume low value,0,0,1.395539999997709
hi10lo70,2,6,1329,33.30146499999671,214,11,consume low value,0,0,1.447735000001444
hi10lo70,2,6,1425,35.64904999999999,213,17,consume high value,0,0,2.347585000003278
hi10lo70,2,6,1449,36.24348499999917,236,17,sustained click in barren tree,0,0,0.59443499999918
hi10lo70,2,6,1480,37.025729999993814,234,17,sustained click in barren tree,0,0,0.7822449999946457
hi10lo70,2,6,1553,38.837769999998386,286,18,consume low value,0,0,1.812040000004572
hi10lo70,2,6,1588,39.703849999998056,251,18,sustained click in barren tree,0,0,0.8660799999996698
hi10lo70,2,6,1618,40.44463999999425,275,18,sustained click in barren tree,0,0,0.7407899999961955
hi10lo70,2,6,1710,42.72508999999991,273,19,consume low value,0,0,2.280450000005658
hi10lo70,2,6,1725,43.1210299999949,274,19,sustained click in barren tree,0,0,0.39593999999499374
hi10lo70,2,6,1802,45.03376500000002,250,20,consume low value,0,0,1.9127350000051138
hi10lo70,2,6,1870,46.6944999999979,272,21,consume low value,0,0,1.660734999997885
hi10lo70,2,6,1889,47.17225999999937,247,21,sustained click in barren tree,0,0,0.47776000000146723
hi10lo70,2,6,1957,48.85372999999527,222,22,consume low value,0,0,1.6814699999958975
hi10lo70,2,6,2016,50.31444999999803,246,23,consume low value,0,0,1.460720000002766
hi10lo70,2,6,2038,50.86395999999513,271,23,sustained click in barren tree,0,0,0.5495099999970989
hi10lo70,2,6,2109,52.59989499999938,270,24,consume low value,0,0,1.7359350000042468
hi10lo70,2,6,2127,53.046559999995225,269,24,sustained click in barren tree,0,0,0.4466649999958463
hi10lo70,2,6,2156,53.772129999997446,244,24,sustained click in low value,0,0,0.7255700000022216
hi10lo70,2,6,2213,55.196384999995644,219,25,consume low value,0,0,1.4242549999981975
hi10lo70,2,6,2273,56.670914999995034,244,26,consume low value,0,0,1.4745299999993904
hi10lo70,2,6,2299,57.30652999999438,293,26,sustained click in barren tree,0,0,0.6356149999993477
hi10lo70,2,6,2319,57.8145549999972,294,26,sustained click in barren tree,0,0,0.5080250000028173
hi10lo70,2,6,2351,58.61220499999774,318,26,sustained click in barren tree,0,0,0.7976500000005444
hi10lo70,2,6,2371,59.13565499999822,319,26,sustained click in barren tree,0,0,0.52345000000048
hi10lo70,2,7,115,2.963535000002821,84,1,consume low value,0.058823529411764705,0,NA
hi10lo70,2,7,134,3.469340000003399,85,1,sustained click in barren tree,0.058823529411764705,0,0.5058050000005778
hi10lo70,2,7,210,5.4366549999977,61,2,consume low value,0.058823529411764705,0,1.9673149999943007
hi10lo70,2,7,266,6.873344999999972,37,3,consume low value,0.058823529411764705,0,1.4366900000022724
hi10lo70,2,7,281,7.2695099999984905,36,3,sustained click in barren tree,0.058823529411764705,0,0.3961649999985184
hi10lo70,2,7,304,7.878400000001648,34,3,sustained click in barren tree,0.058823529411764705,0,0.6088900000031572
hi10lo70,2,7,372,9.628649999998743,35,4,consume low value,0.058823529411764705,0,1.750249999997095
hi10lo70,2,7,389,10.076890000004028,59,4,sustained click in barren tree,0.058823529411764705,0,0.44824000000528486
hi10lo70,2,7,414,10.73598499999946,58,4,sustained click in low value,0.058823529411764705,0,0.6590949999954319
hi10lo70,2,7,432,11.232730000003585,82,4,sustained click in barren tree,0.058823529411764705,0,0.49674500000412536
hi10lo70,2,7,497,12.910515000003329,58,5,consume low value,0.058823529411764705,0,1.6777849999997443
hi10lo70,2,7,594,15.384810000003426,57,11,consume high value,0.058823529411764705,0,2.4742950000000974
hi10lo70,2,7,610,15.814845000001014,81,11,sustained click in barren tree,0.058823529411764705,0,0.4300349999975879
hi10lo70,2,7,719,18.606599999999162,80,17,consume high value,0.058823529411764705,0,2.7917549999981475
hi10lo70,2,7,791,20.479014999997275,104,18,consume low value,0.058823529411764705,0,1.8724149999981137
hi10lo70,2,7,808,20.982535000003054,56,18,sustained click in barren tree,0.058823529411764705,0,0.5035200000057785
hi10lo70,2,7,835,21.68680999999947,55,18,sustained click in barren tree,0.058823529411764705,0,0.7042749999964144
hi10lo70,2,7,916,23.795080000003622,130,19,consume low value,0.058823529411764705,0,2.108270000004154
hi10lo70,2,7,933,24.244485000002896,155,19,sustained click in barren tree,0.058823529411764705,0,0.44940499999927397
hi10lo70,2,7,961,24.979644999999664,180,19,sustained click in barren tree,0.058823529411764705,0,0.7351599999967675
hi10lo70,2,7,981,25.51832000000286,204,19,sustained click in barren tree,0.058823529411764705,0,0.5386750000031952
hi10lo70,2,7,1032,26.848545000000968,203,20,consume low value,0.058823529411764705,0,1.3302249999981086
hi10lo70,2,7,1053,27.397669999998584,229,20,sustained click in barren tree,0.058823529411764705,0,0.5491249999976162
hi10lo70,2,7,1086,28.258815000001164,207,20,sustained click in barren tree,0.058823529411764705,0,0.8611450000025798
hi10lo70,2,7,1152,29.97307000000012,233,21,consume low value,0.058823529411764705,0,1.714254999998957
hi10lo70,2,7,1173,30.532955000002403,161,21,sustained click in barren tree,0.058823529411764705,0,0.5598850000022821
hi10lo70,2,7,1196,31.133305000003134,160,21,sustained click in barren tree,0.058823529411764705,0,0.6003500000007307
hi10lo70,2,7,1216,31.670425000004116,136,21,sustained click in barren tree,0.058823529411764705,0,0.5371200000009821
hi10lo70,2,7,1231,32.08366499999852,135,21,sustained click in barren tree,0.058823529411764705,0,0.41323999999440275
hi10lo70,2,7,1254,32.693205000003445,87,21,sustained click in barren tree,0.058823529411764705,0,0.6095400000049267
hi10lo70,2,7,1269,33.1097400000001,89,21,sustained click in barren tree,0.058823529411764705,0,0.41653499999665655
hi10lo70,2,7,1323,34.51995999999792,113,22,consume low value,0.058823529411764705,0,1.410219999997821
hi10lo70,2,7,1345,35.09507000000315,41,22,sustained click in barren tree,0.058823529411764705,0,0.5751100000052247
hi10lo70,2,7,1452,37.8559400000014,18,28,consume high value,0.058823529411764705,0,2.760869999998249
hi10lo70,2,7,1470,38.34273000000394,43,28,sustained click in barren tree,0.058823529411764705,0,0.4867900000025429
